"","ipdN","st","epiyrN","cmlevel","epiyr","agec","offset","cm.age.level"
"7072",0,"41",18,"0",2009,5,5.8452740828,"0_5"
"7073",0,"41",19,"0",2010,5,5.9167944175,"0_5"
"7074",0,"41",20,"0",2011,5,6.0759722603,"0_5"
"7075",0,"41",21,"0",2012,5,6.3098332143,"0_5"
"7076",0,"41",22,"0",2013,5,6.2753467021,"0_5"
"7077",0,"41",23,"0",2014,5,6.5785309683,"0_5"
"7078",0,"42",3,"0",1994,2,7.4884831474,"0_2"
"7079",0,"42",4,"0",1995,2,7.4535665622,"0_2"
"7080",0,"42",5,"0",1996,2,7.4798293756,"0_2"
"7081",0,"42",6,"0",1997,2,7.4896050153,"0_2"
"7082",0,"42",7,"0",1998,2,7.5088928945,"0_2"
"7083",0,"42",8,"0",1999,2,7.5732806693,"0_2"
"7084",0,"42",9,"0",2000,2,7.6309728364,"0_2"
"7085",0,"42",10,"0",2001,2,7.7408292187,"0_2"
"7086",0,"42",11,"0",2002,2,7.9084607303,"0_2"
"7087",0,"42",12,"0",2003,2,8.0316785368,"0_2"
"7088",0,"42",13,"0",2004,2,8.1362201075,"0_2"
"7089",0,"42",14,"0",2005,2,8.1550554749,"0_2"
"7090",0,"42",15,"0",2006,2,8.1715642884,"0_2"
"7091",0,"42",16,"0",2007,2,8.1781910474,"0_2"
"7092",0,"42",17,"0",2008,2,8.2153134652,"0_2"
"7093",0,"42",18,"0",2009,2,8.18424791,"0_2"
"7094",0,"42",19,"0",2010,2,8.1611246347,"0_2"
"7095",0,"42",20,"0",2011,2,8.0485284601,"0_2"
"7096",0,"42",21,"0",2012,2,8.055372843,"0_2"
"7097",0,"42",22,"0",2013,2,8.0849901408,"0_2"
"7098",0,"42",23,"0",2014,2,7.9952078959,"0_2"
"7099",0,"42",3,"0",1994,3,16.807260509,"0_3"
"7100",0,"42",4,"0",1995,3,16.66457298,"0_3"
"7101",0,"42",5,"0",1996,3,16.523171012,"0_3"
"7102",0,"42",6,"0",1997,3,16.376828924,"0_3"
"7103",0,"42",7,"0",1998,3,16.186848417,"0_3"
"7104",0,"42",8,"0",1999,3,16.000817867,"0_3"
"7105",0,"42",9,"0",2000,3,15.861416719,"0_3"
"7106",0,"42",10,"0",2001,3,15.618257222,"0_3"
"7107",0,"42",11,"0",2002,3,15.15782232,"0_3"
"7108",0,"42",12,"0",2003,3,14.995921753,"0_3"
"7109",0,"42",13,"0",2004,3,14.657923019,"0_3"
"7110",0,"42",14,"0",2005,3,14.317432061,"0_3"
"7111",0,"42",15,"0",2006,3,14.12524431,"0_3"
"7112",0,"42",16,"0",2007,3,13.926060477,"0_3"
"7113",0,"42",17,"0",2008,3,13.757657678,"0_3"
"7114",0,"42",18,"0",2009,3,13.717970984,"0_3"
"7115",0,"42",19,"0",2010,3,13.651126336,"0_3"
"7116",0,"42",20,"0",2011,3,13.734218608,"0_3"
"7117",0,"42",21,"0",2012,3,13.387056507,"0_3"
"7118",0,"42",22,"0",2013,3,13.559024561,"0_3"
"7119",0,"42",23,"0",2014,3,13.54056408,"0_3"
"7120",0,"42",3,"0",1994,4,15.665018012,"0_4"
"7121",0,"42",4,"0",1995,4,15.597572349,"0_4"
"7122",0,"42",5,"0",1996,4,15.593949224,"0_4"
"7123",0,"42",6,"0",1997,4,15.660884235,"0_4"
"7124",0,"42",7,"0",1998,4,15.723167798,"0_4"
"7125",0,"42",8,"0",1999,4,15.668574231,"0_4"
"7126",0,"42",9,"0",2000,4,15.80200898,"0_4"
"7127",0,"42",10,"0",2001,4,15.716195109,"0_4"
"7128",0,"42",11,"0",2002,4,15.769854869,"0_4"
"7129",0,"42",12,"0",2003,4,15.819028436,"0_4"
"7130",0,"42",13,"0",2004,4,15.847260295,"0_4"
"7131",0,"42",14,"0",2005,4,15.96373429,"0_4"
"7132",0,"42",15,"0",2006,4,15.801552925,"0_4"
"7133",0,"42",16,"0",2007,4,16.13765724,"0_4"
"7134",0,"42",17,"0",2008,4,16.216911134,"0_4"
"7135",0,"42",18,"0",2009,4,16.203912793,"0_4"
"7136",0,"42",19,"0",2010,4,16.048324531,"0_4"
"7137",0,"42",20,"0",2011,4,15.964682681,"0_4"
"7138",0,"42",21,"0",2012,4,15.550009852,"0_4"
"7139",0,"42",22,"0",2013,4,15.571061719,"0_4"
"7140",0,"42",23,"0",2014,4,15.476875158,"0_4"
"7141",0,"42",3,"1",1994,4,0.4938619877,"1_4"
"7142",0,"42",4,"1",1995,4,0.7453476511,"1_4"
"7143",0,"42",5,"1",1996,4,0.9725707762,"1_4"
"7144",0,"42",6,"1",1997,4,1.1178057653,"1_4"
"7145",0,"42",7,"1",1998,4,1.2566422024,"1_4"
"7146",0,"42",8,"1",1999,4,1.5160357694,"1_4"
"7147",0,"42",9,"1",2000,4,1.5630410204,"1_4"
"7148",0,"42",10,"1",2001,4,1.8542848906,"1_4"
"7149",0,"42",11,"1",2002,4,1.9897251309,"1_4"
"7150",0,"42",12,"1",2003,4,2.1290315636,"1_4"
"7151",0,"42",13,"1",2004,4,2.3177097047,"1_4"
"7152",0,"42",14,"1",2005,4,2.4343957097,"1_4"
"7153",0,"42",15,"1",2006,4,2.8261670746,"1_4"
"7154",0,"42",16,"1",2007,4,2.7392827603,"1_4"
"7155",0,"42",17,"1",2008,4,2.7879688659,"1_4"
"7156",0,"42",18,"1",2009,4,2.8542672075,"1_4"
"7157",0,"42",19,"1",2010,4,2.9653354688,"1_4"
"7158",0,"42",20,"1",2011,4,2.9743773189,"1_4"
"7159",0,"42",21,"1",2012,4,3.3214701485,"1_4"
"7160",0,"42",22,"1",2013,4,3.2801982809,"1_4"
"7161",0,"42",23,"1",2014,4,3.3759148419,"1_4"
"7162",0,"45",3,"1",1994,5,0.5299356119,"1_5"
"7163",0,"45",4,"1",1995,5,0.8849982973,"1_5"
"7164",0,"45",5,"1",1996,5,1.0577524654,"1_5"
"7165",0,"45",6,"1",1997,5,1.4026892689,"1_5"
"7166",0,"45",7,"1",1998,5,1.6907803695,"1_5"
"7167",0,"45",8,"1",1999,5,1.6008199623,"1_5"
"7168",0,"45",9,"1",2000,5,1.8670167146,"1_5"
"7169",0,"45",10,"1",2001,5,2.1603228163,"1_5"
"7170",1,"45",11,"1",2002,5,1.962997874,"1_5"
"7171",0,"45",12,"1",2003,5,2.0470538462,"1_5"
"7172",0,"45",13,"1",2004,5,2.3845356048,"1_5"
"7173",0,"45",14,"1",2005,5,2.4554558534,"1_5"
"7174",0,"45",15,"1",2006,5,2.5303419094,"1_5"
"7175",0,"45",16,"1",2007,5,2.5458951017,"1_5"
"7176",0,"45",17,"1",2008,5,2.8847794915,"1_5"
"7177",1,"45",18,"1",2009,5,2.9096859172,"1_5"
"7178",0,"45",19,"1",2010,5,3.1117955825,"1_5"
"7179",0,"45",20,"1",2011,5,3.2618377397,"1_5"
"7180",0,"45",21,"1",2012,5,3.3710067857,"1_5"
"7181",0,"45",22,"1",2013,5,3.7226632979,"1_5"
"7182",0,"45",23,"1",2014,5,3.6888090317,"1_5"
"7183",1,"46",3,"0",1994,1,3.2372613781,"0_1"
"7184",0,"46",4,"0",1995,1,3.309206358,"0_1"
"7185",0,"46",5,"0",1996,1,3.3685549554,"0_1"
"7186",0,"46",6,"0",1997,1,3.3883355848,"0_1"
"7187",0,"46",7,"0",1998,1,3.3857479579,"0_1"
"7188",0,"46",8,"0",1999,1,3.3919888131,"0_1"
"7189",0,"46",9,"0",2000,1,3.344126142,"0_1"
"7190",0,"46",10,"0",2001,1,3.308073347,"0_1"
"7191",0,"46",11,"0",2002,1,3.267262325,"0_1"
"7192",0,"46",12,"0",2003,1,3.2504270797,"0_1"
"7193",0,"46",13,"0",2004,1,3.2355729128,"0_1"
"7194",0,"46",14,"0",2005,1,3.2140011829,"0_1"
"7195",0,"46",15,"0",2006,1,3.1933477966,"0_1"
"7196",0,"46",16,"0",2007,1,3.1851704932,"0_1"
"7197",0,"46",17,"0",2008,1,3.1577833678,"0_1"
"7198",0,"46",18,"0",2009,1,3.1875210331,"0_1"
"7199",0,"46",19,"0",2010,1,3.171396719,"0_1"
"7200",0,"46",20,"0",2011,1,3.1579784711,"0_1"
"7201",0,"46",21,"0",2012,1,3.1088212313,"0_1"
"7202",0,"46",22,"0",2013,1,3.0697726219,"0_1"
"7203",0,"46",23,"0",2014,1,2.9597106602,"0_1"
"7204",0,"48",3,"1",1994,3,0.1606494907,"1_3"
"7205",0,"48",4,"1",1995,3,0.2728170201,"1_3"
"7206",0,"48",5,"1",1996,3,0.4201389878,"1_3"
"7207",0,"48",6,"1",1997,3,0.5278910758,"1_3"
"7208",0,"48",7,"1",1998,3,0.6356815827,"1_3"
"7209",0,"48",8,"1",1999,3,0.7159121326,"1_3"
"7210",0,"48",9,"1",2000,3,0.7105632814,"1_3"
"7211",0,"48",10,"1",2001,3,0.7748927778,"1_3"
"7212",0,"48",11,"1",2002,3,1.0510376798,"1_3"
"7213",0,"48",12,"1",2003,3,1.0145482467,"1_3"
"7214",0,"48",13,"1",2004,3,1.1181069806,"1_3"
"7215",0,"48",14,"1",2005,3,1.2185679389,"1_3"
"7216",0,"48",15,"1",2006,3,1.1856956902,"1_3"
"7217",0,"48",16,"1",2007,3,1.1812895229,"1_3"
"7218",0,"48",17,"1",2008,3,1.3101223223,"1_3"
"7219",0,"48",18,"1",2009,3,1.4113490164,"1_3"
"7220",0,"48",19,"1",2010,3,1.4989036643,"1_3"
"7221",0,"48",20,"1",2011,3,1.4848713916,"1_3"
"7222",0,"48",21,"1",2012,3,1.8428934932,"1_3"
"7223",0,"48",22,"1",2013,3,1.7149754386,"1_3"
"7224",0,"48",23,"1",2014,3,1.8374159202,"1_3"
"7225",0,"48",3,"1",1994,5,0.5299356119,"1_5"
"7226",0,"48",4,"1",1995,5,0.8849982973,"1_5"
"7227",0,"48",5,"1",1996,5,1.0577524654,"1_5"
"7228",0,"48",6,"1",1997,5,1.4026892689,"1_5"
"7229",0,"48",7,"1",1998,5,1.6907803695,"1_5"
"7230",0,"48",8,"1",1999,5,1.6008199623,"1_5"
"7231",0,"48",9,"1",2000,5,1.8670167146,"1_5"
"7232",0,"48",10,"1",2001,5,2.1603228163,"1_5"
"7233",1,"48",11,"1",2002,5,1.962997874,"1_5"
"7234",0,"48",12,"1",2003,5,2.0470538462,"1_5"
"7235",0,"48",13,"1",2004,5,2.3845356048,"1_5"
"7236",0,"48",14,"1",2005,5,2.4554558534,"1_5"
"7237",0,"48",15,"1",2006,5,2.5303419094,"1_5"
"7238",0,"48",16,"1",2007,5,2.5458951017,"1_5"
"7239",0,"48",17,"1",2008,5,2.8847794915,"1_5"
"7240",0,"48",18,"1",2009,5,2.9096859172,"1_5"
"7241",0,"48",19,"1",2010,5,3.1117955825,"1_5"
"7242",0,"48",20,"1",2011,5,3.2618377397,"1_5"
"7243",0,"48",21,"1",2012,5,3.3710067857,"1_5"
"7244",0,"48",22,"1",2013,5,3.7226632979,"1_5"
"7245",0,"48",23,"1",2014,5,3.6888090317,"1_5"
"7246",1,"5",3,"0",1994,1,3.2372613781,"0_1"
"7247",0,"5",4,"0",1995,1,3.309206358,"0_1"
"7248",0,"5",5,"0",1996,1,3.3685549554,"0_1"
"7249",1,"5",6,"0",1997,1,3.3883355848,"0_1"
"7250",1,"5",7,"0",1998,1,3.3857479579,"0_1"
"7251",1,"5",8,"0",1999,1,3.3919888131,"0_1"
"7252",1,"5",9,"0",2000,1,3.344126142,"0_1"
"7253",1,"5",10,"0",2001,1,3.308073347,"0_1"
"7254",1,"5",11,"0",2002,1,3.267262325,"0_1"
"7255",0,"5",12,"0",2003,1,3.2504270797,"0_1"
"7256",0,"5",13,"0",2004,1,3.2355729128,"0_1"
"7257",0,"5",14,"0",2005,1,3.2140011829,"0_1"
"7258",0,"5",15,"0",2006,1,3.1933477966,"0_1"
"7259",0,"5",16,"0",2007,1,3.1851704932,"0_1"
"7260",0,"5",17,"0",2008,1,3.1577833678,"0_1"
"7261",0,"5",18,"0",2009,1,3.1875210331,"0_1"
"7262",0,"5",19,"0",2010,1,3.171396719,"0_1"
"7263",0,"5",20,"0",2011,1,3.1579784711,"0_1"
"7264",0,"5",21,"0",2012,1,3.1088212313,"0_1"
"7265",0,"5",22,"0",2013,1,3.0697726219,"0_1"
"7266",0,"5",23,"0",2014,1,2.9597106602,"0_1"
"7267",1,"5",3,"0",1994,2,7.4884831474,"0_2"
"7268",1,"5",4,"0",1995,2,7.4535665622,"0_2"
"7269",0,"5",5,"0",1996,2,7.4798293756,"0_2"
"7270",0,"5",6,"0",1997,2,7.4896050153,"0_2"
"7271",0,"5",7,"0",1998,2,7.5088928945,"0_2"
"7272",0,"5",8,"0",1999,2,7.5732806693,"0_2"
"7273",0,"5",9,"0",2000,2,7.6309728364,"0_2"
"7274",0,"5",10,"0",2001,2,7.7408292187,"0_2"
"7275",0,"5",11,"0",2002,2,7.9084607303,"0_2"
"7276",0,"5",12,"0",2003,2,8.0316785368,"0_2"
"7277",0,"5",13,"0",2004,2,8.1362201075,"0_2"
"7278",0,"5",14,"0",2005,2,8.1550554749,"0_2"
"7279",0,"5",15,"0",2006,2,8.1715642884,"0_2"
"7280",0,"5",16,"0",2007,2,8.1781910474,"0_2"
"7281",0,"5",17,"0",2008,2,8.2153134652,"0_2"
"7282",0,"5",18,"0",2009,2,8.18424791,"0_2"
"7283",0,"5",19,"0",2010,2,8.1611246347,"0_2"
"7284",0,"5",20,"0",2011,2,8.0485284601,"0_2"
"7285",0,"5",21,"0",2012,2,8.055372843,"0_2"
"7286",0,"5",22,"0",2013,2,8.0849901408,"0_2"
"7287",0,"5",23,"0",2014,2,7.9952078959,"0_2"
"7288",5,"5",3,"0",1994,3,16.807260509,"0_3"
"7289",9,"5",4,"0",1995,3,16.66457298,"0_3"
"7290",1,"5",5,"0",1996,3,16.523171012,"0_3"
"7291",3,"5",6,"0",1997,3,16.376828924,"0_3"
"7292",1,"5",7,"0",1998,3,16.186848417,"0_3"
"7293",5,"5",8,"0",1999,3,16.000817867,"0_3"
"7294",2,"5",9,"0",2000,3,15.861416719,"0_3"
"7295",0,"5",10,"0",2001,3,15.618257222,"0_3"
"7296",0,"5",11,"0",2002,3,15.15782232,"0_3"
"7297",0,"5",12,"0",2003,3,14.995921753,"0_3"
"7298",0,"5",13,"0",2004,3,14.657923019,"0_3"
"7299",0,"5",14,"0",2005,3,14.317432061,"0_3"
"7300",2,"5",15,"0",2006,3,14.12524431,"0_3"
"7301",0,"5",16,"0",2007,3,13.926060477,"0_3"
"7302",0,"5",17,"0",2008,3,13.757657678,"0_3"
"7303",0,"5",18,"0",2009,3,13.717970984,"0_3"
"7304",0,"5",19,"0",2010,3,13.651126336,"0_3"
"7305",0,"5",20,"0",2011,3,13.734218608,"0_3"
"7306",0,"5",21,"0",2012,3,13.387056507,"0_3"
"7307",0,"5",22,"0",2013,3,13.559024561,"0_3"
"7308",0,"5",23,"0",2014,3,13.54056408,"0_3"
"7309",11,"5",3,"0",1994,4,15.665018012,"0_4"
"7310",6,"5",4,"0",1995,4,15.597572349,"0_4"
"7311",4,"5",5,"0",1996,4,15.593949224,"0_4"
"7312",6,"5",6,"0",1997,4,15.660884235,"0_4"
"7313",4,"5",7,"0",1998,4,15.723167798,"0_4"
"7314",2,"5",8,"0",1999,4,15.668574231,"0_4"
"7315",4,"5",9,"0",2000,4,15.80200898,"0_4"
"7316",2,"5",10,"0",2001,4,15.716195109,"0_4"
"7317",1,"5",11,"0",2002,4,15.769854869,"0_4"
"7318",0,"5",12,"0",2003,4,15.819028436,"0_4"
"7319",2,"5",13,"0",2004,4,15.847260295,"0_4"
"7320",1,"5",14,"0",2005,4,15.96373429,"0_4"
"7321",0,"5",15,"0",2006,4,15.801552925,"0_4"
"7322",1,"5",16,"0",2007,4,16.13765724,"0_4"
"7323",1,"5",17,"0",2008,4,16.216911134,"0_4"
"7324",0,"5",18,"0",2009,4,16.203912793,"0_4"
"7325",1,"5",19,"0",2010,4,16.048324531,"0_4"
"7326",0,"5",20,"0",2011,4,15.964682681,"0_4"
"7327",0,"5",21,"0",2012,4,15.550009852,"0_4"
"7328",0,"5",22,"0",2013,4,15.571061719,"0_4"
"7329",0,"5",23,"0",2014,4,15.476875158,"0_4"
"7330",7,"5",3,"0",1994,5,7.4809243881,"0_5"
"7331",2,"5",4,"0",1995,5,7.1015717027,"0_5"
"7332",7,"5",5,"0",1996,5,6.8974275346,"0_5"
"7333",2,"5",6,"0",1997,5,6.5271807311,"0_5"
"7334",1,"5",7,"0",1998,5,6.2238996305,"0_5"
"7335",4,"5",8,"0",1999,5,6.3038500377,"0_5"
"7336",1,"5",9,"0",2000,5,6.0370032854,"0_5"
"7337",0,"5",10,"0",2001,5,5.7579571837,"0_5"
"7338",1,"5",11,"0",2002,5,5.982842126,"0_5"
"7339",0,"5",12,"0",2003,5,5.9364561538,"0_5"
"7340",0,"5",13,"0",2004,5,5.6612443952,"0_5"
"7341",1,"5",14,"0",2005,5,5.6695741466,"0_5"
"7342",0,"5",15,"0",2006,5,5.6999280906,"0_5"
"7343",0,"5",16,"0",2007,5,5.8015548983,"0_5"
"7344",0,"5",17,"0",2008,5,5.6456305085,"0_5"
"7345",0,"5",18,"0",2009,5,5.8452740828,"0_5"
"7346",0,"5",19,"0",2010,5,5.9167944175,"0_5"
"7347",0,"5",20,"0",2011,5,6.0759722603,"0_5"
"7348",0,"5",21,"0",2012,5,6.3098332143,"0_5"
"7349",1,"5",22,"0",2013,5,6.2753467021,"0_5"
"7350",0,"5",23,"0",2014,5,6.5785309683,"0_5"
"7351",0,"5",3,"1",1994,2,0.0753368526,"1_2"
"7352",0,"5",4,"1",1995,2,0.0858034378,"1_2"
"7353",0,"5",5,"1",1996,2,0.1334006244,"1_2"
"7354",0,"5",6,"1",1997,2,0.1803149847,"1_2"
"7355",0,"5",7,"1",1998,2,0.2597671055,"1_2"
"7356",0,"5",8,"1",1999,2,0.3096293307,"1_2"
"7357",0,"5",9,"1",2000,2,0.4222471636,"1_2"
"7358",0,"5",10,"1",2001,2,0.4934907813,"1_2"
"7359",0,"5",11,"1",2002,2,0.5057292697,"1_2"
"7360",0,"5",12,"1",2003,2,0.5407914632,"1_2"
"7361",0,"5",13,"1",2004,2,0.5496298925,"1_2"
"7362",0,"5",14,"1",2005,2,0.6192745251,"1_2"
"7363",0,"5",15,"1",2006,2,0.6825757116,"1_2"
"7364",0,"5",16,"1",2007,2,0.7120789526,"1_2"
"7365",0,"5",17,"1",2008,2,0.6834665348,"1_2"
"7366",0,"5",18,"1",2009,2,0.71848209,"1_2"
"7367",0,"5",19,"1",2010,2,0.7333053653,"1_2"
"7368",0,"5",20,"1",2011,2,0.8068415399,"1_2"
"7369",0,"5",21,"1",2012,2,0.775487157,"1_2"
"7370",0,"5",22,"1",2013,2,0.6884598592,"1_2"
"7371",0,"5",23,"1",2014,2,0.7412121041,"1_2"
"7372",0,"5",3,"1",1994,3,0.1606494907,"1_3"
"7373",2,"5",4,"1",1995,3,0.2728170201,"1_3"
"7374",0,"5",5,"1",1996,3,0.4201389878,"1_3"
"7375",1,"5",6,"1",1997,3,0.5278910758,"1_3"
"7376",0,"5",7,"1",1998,3,0.6356815827,"1_3"
"7377",0,"5",8,"1",1999,3,0.7159121326,"1_3"
"7378",1,"5",9,"1",2000,3,0.7105632814,"1_3"
"7379",1,"5",10,"1",2001,3,0.7748927778,"1_3"
"7380",1,"5",11,"1",2002,3,1.0510376798,"1_3"
"7381",0,"5",12,"1",2003,3,1.0145482467,"1_3"
"7382",0,"5",13,"1",2004,3,1.1181069806,"1_3"
"7383",0,"5",14,"1",2005,3,1.2185679389,"1_3"
"7384",0,"5",15,"1",2006,3,1.1856956902,"1_3"
"7385",0,"5",16,"1",2007,3,1.1812895229,"1_3"
"7386",0,"5",17,"1",2008,3,1.3101223223,"1_3"
"7387",0,"5",18,"1",2009,3,1.4113490164,"1_3"
"7388",1,"5",19,"1",2010,3,1.4989036643,"1_3"
"7389",0,"5",20,"1",2011,3,1.4848713916,"1_3"
"7390",0,"5",21,"1",2012,3,1.8428934932,"1_3"
"7391",0,"5",22,"1",2013,3,1.7149754386,"1_3"
"7392",0,"5",23,"1",2014,3,1.8374159202,"1_3"
"7393",3,"5",3,"1",1994,4,0.4938619877,"1_4"
"7394",5,"5",4,"1",1995,4,0.7453476511,"1_4"
"7395",2,"5",5,"1",1996,4,0.9725707762,"1_4"
"7396",1,"5",6,"1",1997,4,1.1178057653,"1_4"
"7397",0,"5",7,"1",1998,4,1.2566422024,"1_4"
"7398",1,"5",8,"1",1999,4,1.5160357694,"1_4"
"7399",2,"5",9,"1",2000,4,1.5630410204,"1_4"
"7400",1,"5",10,"1",2001,4,1.8542848906,"1_4"
"7401",1,"5",11,"1",2002,4,1.9897251309,"1_4"
"7402",0,"5",12,"1",2003,4,2.1290315636,"1_4"
"7403",0,"5",13,"1",2004,4,2.3177097047,"1_4"
"7404",1,"5",14,"1",2005,4,2.4343957097,"1_4"
"7405",0,"5",15,"1",2006,4,2.8261670746,"1_4"
"7406",0,"5",16,"1",2007,4,2.7392827603,"1_4"
"7407",2,"5",17,"1",2008,4,2.7879688659,"1_4"
"7408",0,"5",18,"1",2009,4,2.8542672075,"1_4"
"7409",1,"5",19,"1",2010,4,2.9653354688,"1_4"
"7410",0,"5",20,"1",2011,4,2.9743773189,"1_4"
"7411",0,"5",21,"1",2012,4,3.3214701485,"1_4"
"7412",0,"5",22,"1",2013,4,3.2801982809,"1_4"
"7413",0,"5",23,"1",2014,4,3.3759148419,"1_4"
"7414",5,"5",3,"1",1994,5,0.5299356119,"1_5"
"7415",4,"5",4,"1",1995,5,0.8849982973,"1_5"
"7416",3,"5",5,"1",1996,5,1.0577524654,"1_5"
"7417",2,"5",6,"1",1997,5,1.4026892689,"1_5"
"7418",6,"5",7,"1",1998,5,1.6907803695,"1_5"
"7419",3,"5",8,"1",1999,5,1.6008199623,"1_5"
"7420",0,"5",9,"1",2000,5,1.8670167146,"1_5"
"7421",2,"5",10,"1",2001,5,2.1603228163,"1_5"
"7422",2,"5",11,"1",2002,5,1.962997874,"1_5"
"7423",1,"5",12,"1",2003,5,2.0470538462,"1_5"
"7424",2,"5",13,"1",2004,5,2.3845356048,"1_5"
"7425",3,"5",14,"1",2005,5,2.4554558534,"1_5"
"7426",0,"5",15,"1",2006,5,2.5303419094,"1_5"
"7427",1,"5",16,"1",2007,5,2.5458951017,"1_5"
"7428",2,"5",17,"1",2008,5,2.8847794915,"1_5"
"7429",0,"5",18,"1",2009,5,2.9096859172,"1_5"
"7430",0,"5",19,"1",2010,5,3.1117955825,"1_5"
"7431",1,"5",20,"1",2011,5,3.2618377397,"1_5"
"7432",0,"5",21,"1",2012,5,3.3710067857,"1_5"
"7433",0,"5",22,"1",2013,5,3.7226632979,"1_5"
"7434",0,"5",23,"1",2014,5,3.6888090317,"1_5"
"7435",7,"6A",3,"0",1994,1,3.2372613781,"0_1"
"7436",5,"6A",4,"0",1995,1,3.309206358,"0_1"
"7437",3,"6A",5,"0",1996,1,3.3685549554,"0_1"
"7438",3,"6A",6,"0",1997,1,3.3883355848,"0_1"
"7439",4,"6A",7,"0",1998,1,3.3857479579,"0_1"
"7440",2,"6A",8,"0",1999,1,3.3919888131,"0_1"
"7441",1,"6A",9,"0",2000,1,3.344126142,"0_1"
"7442",1,"6A",10,"0",2001,1,3.308073347,"0_1"
"7443",2,"6A",11,"0",2002,1,3.267262325,"0_1"
"7444",4,"6A",12,"0",2003,1,3.2504270797,"0_1"
"7445",4,"6A",13,"0",2004,1,3.2355729128,"0_1"
"7446",6,"6A",14,"0",2005,1,3.2140011829,"0_1"
"7447",14,"6A",15,"0",2006,1,3.1933477966,"0_1"
"7448",4,"6A",16,"0",2007,1,3.1851704932,"0_1"
"7449",1,"6A",17,"0",2008,1,3.1577833678,"0_1"
"7450",0,"6A",18,"0",2009,1,3.1875210331,"0_1"
"7451",1,"6A",19,"0",2010,1,3.171396719,"0_1"
"7452",1,"6A",20,"0",2011,1,3.1579784711,"0_1"
"7453",0,"6A",21,"0",2012,1,3.1088212313,"0_1"
"7454",0,"6A",22,"0",2013,1,3.0697726219,"0_1"
"7455",0,"6A",23,"0",2014,1,2.9597106602,"0_1"
"7456",0,"6A",3,"0",1994,2,7.4884831474,"0_2"
"7457",2,"6A",4,"0",1995,2,7.4535665622,"0_2"
"7458",1,"6A",5,"0",1996,2,7.4798293756,"0_2"
"7459",0,"6A",6,"0",1997,2,7.4896050153,"0_2"
"7460",0,"6A",7,"0",1998,2,7.5088928945,"0_2"
"7461",0,"6A",8,"0",1999,2,7.5732806693,"0_2"
"7462",0,"6A",9,"0",2000,2,7.6309728364,"0_2"
"7463",0,"6A",10,"0",2001,2,7.7408292187,"0_2"
"7464",1,"6A",11,"0",2002,2,7.9084607303,"0_2"
"7465",0,"6A",12,"0",2003,2,8.0316785368,"0_2"
"7466",0,"6A",13,"0",2004,2,8.1362201075,"0_2"
"7467",0,"6A",14,"0",2005,2,8.1550554749,"0_2"
"7468",0,"6A",15,"0",2006,2,8.1715642884,"0_2"
"7469",0,"6A",16,"0",2007,2,8.1781910474,"0_2"
"7470",0,"6A",17,"0",2008,2,8.2153134652,"0_2"
"7471",0,"6A",18,"0",2009,2,8.18424791,"0_2"
"7472",0,"6A",19,"0",2010,2,8.1611246347,"0_2"
"7473",0,"6A",20,"0",2011,2,8.0485284601,"0_2"
"7474",0,"6A",21,"0",2012,2,8.055372843,"0_2"
"7475",0,"6A",22,"0",2013,2,8.0849901408,"0_2"
"7476",0,"6A",23,"0",2014,2,7.9952078959,"0_2"
"7477",2,"6A",3,"0",1994,3,16.807260509,"0_3"
"7478",1,"6A",4,"0",1995,3,16.66457298,"0_3"
"7479",1,"6A",5,"0",1996,3,16.523171012,"0_3"
"7480",0,"6A",6,"0",1997,3,16.376828924,"0_3"
"7481",1,"6A",7,"0",1998,3,16.186848417,"0_3"
"7482",2,"6A",8,"0",1999,3,16.000817867,"0_3"
"7483",1,"6A",9,"0",2000,3,15.861416719,"0_3"
"7484",1,"6A",10,"0",2001,3,15.618257222,"0_3"
"7485",1,"6A",11,"0",2002,3,15.15782232,"0_3"
"7486",1,"6A",12,"0",2003,3,14.995921753,"0_3"
"7487",0,"6A",13,"0",2004,3,14.657923019,"0_3"
"7488",0,"6A",14,"0",2005,3,14.317432061,"0_3"
"7489",0,"6A",15,"0",2006,3,14.12524431,"0_3"
"7490",0,"6A",16,"0",2007,3,13.926060477,"0_3"
"7491",2,"6A",17,"0",2008,3,13.757657678,"0_3"
"7492",0,"6A",18,"0",2009,3,13.717970984,"0_3"
"7493",0,"6A",19,"0",2010,3,13.651126336,"0_3"
"7494",1,"6A",20,"0",2011,3,13.734218608,"0_3"
"7495",0,"6A",21,"0",2012,3,13.387056507,"0_3"
"7496",0,"6A",22,"0",2013,3,13.559024561,"0_3"
"7497",0,"6A",23,"0",2014,3,13.54056408,"0_3"
"7498",2,"6A",3,"0",1994,4,15.665018012,"0_4"
"7499",3,"6A",4,"0",1995,4,15.597572349,"0_4"
"7500",4,"6A",5,"0",1996,4,15.593949224,"0_4"
"7501",3,"6A",6,"0",1997,4,15.660884235,"0_4"
"7502",2,"6A",7,"0",1998,4,15.723167798,"0_4"
"7503",1,"6A",8,"0",1999,4,15.668574231,"0_4"
"7504",4,"6A",9,"0",2000,4,15.80200898,"0_4"
"7505",0,"6A",10,"0",2001,4,15.716195109,"0_4"
"7506",2,"6A",11,"0",2002,4,15.769854869,"0_4"
"7507",1,"6A",12,"0",2003,4,15.819028436,"0_4"
"7508",1,"6A",13,"0",2004,4,15.847260295,"0_4"
"7509",2,"6A",14,"0",2005,4,15.96373429,"0_4"
